accuracy,loss,val_accuracy,val_loss,val_macro_f1,val_accuracy_sklearn,learning_rate
0.9391810297966003,0.8114079833030701,0.9893159866333008,0.665579617023468,0.9858020390744672,0.9893159769126857,0.0010000000474974513
0.9826833009719849,0.6916518211364746,0.994719386100769,0.6468545794487,0.9936330257451605,0.9947193908878792,0.0010000000474974513
0.985288679599762,0.6800848841667175,0.9933685660362244,0.6396979093551636,0.9922246193814093,0.9933685373940808,0.0010000000474974513
0.9872098565101624,0.6733551621437073,0.994719386100769,0.6319654583930969,0.9933802780663639,0.9947193908878792,0.0010000000474974513
0.9870519638061523,0.6706476211547852,0.9945966005325317,0.630008339881897,0.9937251557238359,0.9945965860248066,0.0010000000474974513
0.9936048984527588,0.6219685673713684,0.9986491203308105,0.5844987034797668,0.998344036316302,0.9986491465062016,9.999999747378752e-05
0.9975787997245789,0.587343692779541,0.9980351328849792,0.5659318566322327,0.9977027145617774,0.9980351221908388,9.999999747378752e-05
0.9987104535102844,0.5732102990150452,0.9991403818130493,0.5592913031578064,0.9991694621109312,0.999140365958492,9.999999747378752e-05
0.9986051917076111,0.5673092007637024,0.9993859529495239,0.5556320548057556,0.9992317022338021,0.9993859756846372,9.999999747378752e-05
0.9991578459739685,0.5637995600700378,0.9998772144317627,0.5525781512260437,0.9997997972717183,0.9998771951369274,9.999999747378752e-05
